model,pred,test_days,acc,test_n,test_pos_n,train_n,test_start,test_end,train_years,feature_set,horizon
random_forest,0.6,1,1.0,1,1,1470,2025-09-25,2025-09-25,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-09-24,2025-09-24,6,ma_no_days,20
random_forest,0.6,1,1.0,1,1,1470,2025-09-24,2025-09-24,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-23,2025-09-23,6,ma_no_days,20
random_forest,0.6,1,1.0,1,1,1470,2025-09-23,2025-09-23,6,ma_no_days,20
xgboost,0.15,1,0.0,1,1,1470,2025-09-22,2025-09-22,6,ma_no_days,20
random_forest,0.6,1,1.0,1,1,1470,2025-09-22,2025-09-22,6,ma_no_days,20
xgboost,0.45,1,0.0,1,1,1470,2025-09-19,2025-09-19,6,ma_no_days,20
random_forest,0.6,1,1.0,1,1,1470,2025-09-19,2025-09-19,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-09-18,2025-09-18,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-09-18,2025-09-18,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-17,2025-09-17,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-09-17,2025-09-17,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-09-16,2025-09-16,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-16,2025-09-16,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-09-15,2025-09-15,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-09-15,2025-09-15,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-12,2025-09-12,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-12,2025-09-12,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-11,2025-09-11,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-11,2025-09-11,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-10,2025-09-10,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-10,2025-09-10,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-09,2025-09-09,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-09,2025-09-09,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-08,2025-09-08,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-09-08,2025-09-08,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-05,2025-09-05,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-09-05,2025-09-05,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-04,2025-09-04,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-09-04,2025-09-04,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-03,2025-09-03,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-09-03,2025-09-03,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-09-02,2025-09-02,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-09-02,2025-09-02,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-29,2025-08-29,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-29,2025-08-29,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-28,2025-08-28,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-08-28,2025-08-28,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-27,2025-08-27,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-08-27,2025-08-27,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-26,2025-08-26,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-08-26,2025-08-26,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-25,2025-08-25,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-08-25,2025-08-25,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-22,2025-08-22,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-08-22,2025-08-22,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-21,2025-08-21,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-08-21,2025-08-21,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-20,2025-08-20,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-20,2025-08-20,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-19,2025-08-19,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-19,2025-08-19,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-18,2025-08-18,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-18,2025-08-18,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-15,2025-08-15,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-08-15,2025-08-15,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-14,2025-08-14,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-08-14,2025-08-14,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-13,2025-08-13,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-13,2025-08-13,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-08-12,2025-08-12,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-12,2025-08-12,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-11,2025-08-11,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-11,2025-08-11,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-08,2025-08-08,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-08,2025-08-08,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-07,2025-08-07,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-07,2025-08-07,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-06,2025-08-06,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-06,2025-08-06,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-05,2025-08-05,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-05,2025-08-05,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-04,2025-08-04,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-08-04,2025-08-04,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-08-01,2025-08-01,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-08-01,2025-08-01,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-31,2025-07-31,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-31,2025-07-31,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-30,2025-07-30,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-30,2025-07-30,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-29,2025-07-29,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-29,2025-07-29,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-28,2025-07-28,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-28,2025-07-28,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-25,2025-07-25,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-25,2025-07-25,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-07-24,2025-07-24,6,ma_no_days,20
random_forest,0.9,1,0.0,1,0,1470,2025-07-24,2025-07-24,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-23,2025-07-23,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-23,2025-07-23,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-22,2025-07-22,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-22,2025-07-22,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-21,2025-07-21,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-21,2025-07-21,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-18,2025-07-18,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-18,2025-07-18,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-17,2025-07-17,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-17,2025-07-17,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-16,2025-07-16,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-16,2025-07-16,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-15,2025-07-15,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-15,2025-07-15,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-14,2025-07-14,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-14,2025-07-14,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-11,2025-07-11,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-11,2025-07-11,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-10,2025-07-10,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-10,2025-07-10,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-09,2025-07-09,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-09,2025-07-09,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-08,2025-07-08,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-07-08,2025-07-08,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-07,2025-07-07,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-07,2025-07-07,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-07-03,2025-07-03,6,ma_no_days,20
random_forest,0.9,1,0.0,1,0,1470,2025-07-03,2025-07-03,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-02,2025-07-02,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-02,2025-07-02,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-07-01,2025-07-01,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-07-01,2025-07-01,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-30,2025-06-30,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-06-30,2025-06-30,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-27,2025-06-27,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-06-27,2025-06-27,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-26,2025-06-26,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-26,2025-06-26,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-25,2025-06-25,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-25,2025-06-25,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-24,2025-06-24,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-06-24,2025-06-24,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-23,2025-06-23,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-06-23,2025-06-23,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-20,2025-06-20,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-06-20,2025-06-20,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-18,2025-06-18,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-18,2025-06-18,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-17,2025-06-17,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-17,2025-06-17,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-16,2025-06-16,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-16,2025-06-16,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-13,2025-06-13,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-06-13,2025-06-13,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-12,2025-06-12,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-12,2025-06-12,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-11,2025-06-11,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-06-11,2025-06-11,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-10,2025-06-10,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-10,2025-06-10,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-09,2025-06-09,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-06-09,2025-06-09,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-06,2025-06-06,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-06-06,2025-06-06,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-05,2025-06-05,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-06-05,2025-06-05,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-04,2025-06-04,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-06-04,2025-06-04,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-03,2025-06-03,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-06-03,2025-06-03,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-06-02,2025-06-02,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-06-02,2025-06-02,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-30,2025-05-30,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-30,2025-05-30,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-05-29,2025-05-29,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-29,2025-05-29,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-28,2025-05-28,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-28,2025-05-28,6,ma_no_days,20
xgboost,0.8,1,1.0,1,1,1470,2025-05-27,2025-05-27,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-27,2025-05-27,6,ma_no_days,20
xgboost,0.6,1,1.0,1,1,1470,2025-05-23,2025-05-23,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-05-23,2025-05-23,6,ma_no_days,20
xgboost,0.75,1,1.0,1,1,1470,2025-05-22,2025-05-22,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-05-22,2025-05-22,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-05-21,2025-05-21,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-21,2025-05-21,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-05-20,2025-05-20,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-05-20,2025-05-20,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-19,2025-05-19,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-05-19,2025-05-19,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-16,2025-05-16,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-05-16,2025-05-16,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-05-15,2025-05-15,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-05-15,2025-05-15,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-14,2025-05-14,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-05-14,2025-05-14,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-05-13,2025-05-13,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-05-13,2025-05-13,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-12,2025-05-12,6,ma_no_days,20
random_forest,0.65,1,1.0,1,1,1470,2025-05-12,2025-05-12,6,ma_no_days,20
xgboost,0.6,1,1.0,1,1,1470,2025-05-09,2025-05-09,6,ma_no_days,20
random_forest,0.4,1,0.0,1,1,1470,2025-05-09,2025-05-09,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-05-08,2025-05-08,6,ma_no_days,20
random_forest,0.4,1,0.0,1,1,1470,2025-05-08,2025-05-08,6,ma_no_days,20
xgboost,0.85,1,1.0,1,1,1470,2025-05-07,2025-05-07,6,ma_no_days,20
random_forest,0.4,1,0.0,1,1,1470,2025-05-07,2025-05-07,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-06,2025-05-06,6,ma_no_days,20
random_forest,0.5,1,1.0,1,1,1470,2025-05-06,2025-05-06,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-05-05,2025-05-05,6,ma_no_days,20
random_forest,0.55,1,1.0,1,1,1470,2025-05-05,2025-05-05,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-05-02,2025-05-02,6,ma_no_days,20
random_forest,0.55,1,1.0,1,1,1470,2025-05-02,2025-05-02,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-05-01,2025-05-01,6,ma_no_days,20
random_forest,0.55,1,1.0,1,1,1470,2025-05-01,2025-05-01,6,ma_no_days,20
xgboost,0.8,1,1.0,1,1,1470,2025-04-30,2025-04-30,6,ma_no_days,20
random_forest,0.45,1,0.0,1,1,1470,2025-04-30,2025-04-30,6,ma_no_days,20
xgboost,0.85,1,1.0,1,1,1470,2025-04-29,2025-04-29,6,ma_no_days,20
random_forest,0.5,1,0.0,1,1,1470,2025-04-29,2025-04-29,6,ma_no_days,20
xgboost,0.9,1,1.0,1,1,1470,2025-04-28,2025-04-28,6,ma_no_days,20
random_forest,0.5,1,1.0,1,1,1470,2025-04-28,2025-04-28,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-04-25,2025-04-25,6,ma_no_days,20
random_forest,0.55,1,1.0,1,1,1470,2025-04-25,2025-04-25,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-24,2025-04-24,6,ma_no_days,20
random_forest,0.6,1,1.0,1,1,1470,2025-04-24,2025-04-24,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-23,2025-04-23,6,ma_no_days,20
random_forest,0.75,1,1.0,1,1,1470,2025-04-23,2025-04-23,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-22,2025-04-22,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-04-22,2025-04-22,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-21,2025-04-21,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-04-21,2025-04-21,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-17,2025-04-17,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-04-17,2025-04-17,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-16,2025-04-16,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-04-16,2025-04-16,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-15,2025-04-15,6,ma_no_days,20
random_forest,0.85,1,1.0,1,1,1470,2025-04-15,2025-04-15,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-04-14,2025-04-14,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-04-14,2025-04-14,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-11,2025-04-11,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-04-11,2025-04-11,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-10,2025-04-10,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-04-10,2025-04-10,6,ma_no_days,20
xgboost,0.95,1,1.0,1,1,1470,2025-04-09,2025-04-09,6,ma_no_days,20
random_forest,0.7,1,1.0,1,1,1470,2025-04-09,2025-04-09,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-08,2025-04-08,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-04-08,2025-04-08,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-07,2025-04-07,6,ma_no_days,20
random_forest,0.9,1,1.0,1,1,1470,2025-04-07,2025-04-07,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-04,2025-04-04,6,ma_no_days,20
random_forest,0.95,1,1.0,1,1,1470,2025-04-04,2025-04-04,6,ma_no_days,20
xgboost,1.0,1,1.0,1,1,1470,2025-04-03,2025-04-03,6,ma_no_days,20
random_forest,0.8,1,1.0,1,1,1470,2025-04-03,2025-04-03,6,ma_no_days,20
xgboost,0.5,1,1.0,1,1,1470,2025-04-02,2025-04-02,6,ma_no_days,20
random_forest,0.35,1,0.0,1,1,1470,2025-04-02,2025-04-02,6,ma_no_days,20
xgboost,0.25,1,0.0,1,1,1470,2025-04-01,2025-04-01,6,ma_no_days,20
random_forest,0.35,1,0.0,1,1,1470,2025-04-01,2025-04-01,6,ma_no_days,20
xgboost,0.2,1,0.0,1,1,1470,2025-03-31,2025-03-31,6,ma_no_days,20
random_forest,0.4,1,0.0,1,1,1470,2025-03-31,2025-03-31,6,ma_no_days,20
xgboost,0.15,1,0.0,1,1,1470,2025-03-28,2025-03-28,6,ma_no_days,20
random_forest,0.4,1,0.0,1,1,1470,2025-03-28,2025-03-28,6,ma_no_days,20
xgboost,0.6,1,0.0,1,0,1470,2025-03-27,2025-03-27,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-27,2025-03-27,6,ma_no_days,20
xgboost,0.6,1,0.0,1,0,1470,2025-03-26,2025-03-26,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-26,2025-03-26,6,ma_no_days,20
xgboost,0.75,1,0.0,1,0,1470,2025-03-25,2025-03-25,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-25,2025-03-25,6,ma_no_days,20
xgboost,0.65,1,0.0,1,0,1470,2025-03-24,2025-03-24,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-24,2025-03-24,6,ma_no_days,20
xgboost,0.8,1,0.0,1,0,1470,2025-03-21,2025-03-21,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-21,2025-03-21,6,ma_no_days,20
xgboost,0.75,1,0.0,1,0,1470,2025-03-20,2025-03-20,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-20,2025-03-20,6,ma_no_days,20
xgboost,0.8,1,0.0,1,0,1470,2025-03-19,2025-03-19,6,ma_no_days,20
random_forest,0.3,1,1.0,1,0,1470,2025-03-19,2025-03-19,6,ma_no_days,20
xgboost,0.75,1,0.0,1,0,1470,2025-03-18,2025-03-18,6,ma_no_days,20
random_forest,0.4,1,1.0,1,0,1470,2025-03-18,2025-03-18,6,ma_no_days,20
xgboost,0.9,1,0.0,1,0,1470,2025-03-17,2025-03-17,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-17,2025-03-17,6,ma_no_days,20
xgboost,0.45,1,1.0,1,0,1470,2025-03-14,2025-03-14,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-14,2025-03-14,6,ma_no_days,20
xgboost,0.7,1,0.0,1,0,1470,2025-03-13,2025-03-13,6,ma_no_days,20
random_forest,0.4,1,1.0,1,0,1470,2025-03-13,2025-03-13,6,ma_no_days,20
xgboost,0.85,1,0.0,1,0,1470,2025-03-12,2025-03-12,6,ma_no_days,20
random_forest,0.4,1,1.0,1,0,1470,2025-03-12,2025-03-12,6,ma_no_days,20
xgboost,0.7,1,0.0,1,0,1470,2025-03-11,2025-03-11,6,ma_no_days,20
random_forest,0.35,1,1.0,1,0,1470,2025-03-11,2025-03-11,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-03-10,2025-03-10,6,ma_no_days,20
random_forest,0.45,1,1.0,1,0,1470,2025-03-10,2025-03-10,6,ma_no_days,20
xgboost,0.9,1,0.0,1,0,1470,2025-03-07,2025-03-07,6,ma_no_days,20
random_forest,0.6,1,0.0,1,0,1470,2025-03-07,2025-03-07,6,ma_no_days,20
xgboost,0.95,1,0.0,1,0,1470,2025-03-06,2025-03-06,6,ma_no_days,20
random_forest,0.5,1,1.0,1,0,1470,2025-03-06,2025-03-06,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-03-05,2025-03-05,6,ma_no_days,20
random_forest,0.75,1,0.0,1,0,1470,2025-03-05,2025-03-05,6,ma_no_days,20
xgboost,0.85,1,0.0,1,0,1470,2025-03-04,2025-03-04,6,ma_no_days,20
random_forest,0.65,1,0.0,1,0,1470,2025-03-04,2025-03-04,6,ma_no_days,20
xgboost,0.95,1,0.0,1,0,1470,2025-03-03,2025-03-03,6,ma_no_days,20
random_forest,0.8,1,0.0,1,0,1470,2025-03-03,2025-03-03,6,ma_no_days,20
xgboost,0.95,1,0.0,1,0,1470,2025-02-28,2025-02-28,6,ma_no_days,20
random_forest,0.8,1,0.0,1,0,1470,2025-02-28,2025-02-28,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-02-27,2025-02-27,6,ma_no_days,20
random_forest,0.85,1,0.0,1,0,1470,2025-02-27,2025-02-27,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-02-26,2025-02-26,6,ma_no_days,20
random_forest,0.9,1,0.0,1,0,1470,2025-02-26,2025-02-26,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-02-25,2025-02-25,6,ma_no_days,20
random_forest,0.9,1,0.0,1,0,1470,2025-02-25,2025-02-25,6,ma_no_days,20
xgboost,1.0,1,0.0,1,0,1470,2025-02-24,2025-02-24,6,ma_no_days,20
